PEPMASS	CHARGE	MSLEVEL	SOURCE_INSTRUMENT	FILENAME	SEQ	IONMODE	ORGANISM	NAME	PI	DATACOLLECTOR	SMILES	INCHI	INCHIAUX	PUBMED	SUBMITUSER	LIBRARYQUALITY	SPECTRUMID	SCANS	Monohydroxy	3-OH	3a-OH	7a-OH	7b-OH	Dihydroxy	1-ketone	3,12a-OH; 7,12a-OH	3,12a-OH	7,12a-OH	3,7-OH; 3,6-OH; 3,12b-OH; 7,12b-OH	3,7-OH; 3,12b-OH; 7,12b-OH	3,6-OH	3,7-OH	3,12b-OH; 7,12b-OH	Trihydroxy	All_ketone	3k_7or12_OH	3a_12k	3,7a,12a	3,6,7-OH	3,6b,7b-OH	3,6a,7a-OH	3,6b,7a-OH; 3,6a,7b-OH	3,6b,7a-OH	3,6a,7b-OH	1-OH-Sidechain; 1-OH-core	group	mono_gt	di_gt	tri_gt	di_1_sc_oh	ADDUCT
486.319	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Ala-CDCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)C)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO5/c1-15(5-8-23(31)28-16(2)25(32)33)19-6-7-20-24-21(10-12-27(19,20)4)26(3)11-9-18(29)13-17(26)14-22(24)30/h15-22,24,29-30H,5-14H2,1-4H3,(H,28,31)(H,32,33)/t15-,16?,17+,18-,19-,20+,21+,22-,24+,26+,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584116	3653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M+Na
428.316	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Ala-CDCA M-2H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)C)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO5/c1-15(5-8-23(31)28-16(2)25(32)33)19-6-7-20-24-21(10-12-27(19,20)4)26(3)11-9-18(29)13-17(26)14-22(24)30/h15-22,24,29-30H,5-14H2,1-4H3,(H,28,31)(H,32,33)/t15-,16?,17+,18-,19-,20+,21+,22-,24+,26+,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584117	3654	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0		0.0	1.0	0.0	0.0	M-2H2O+H
927.667	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Ala-CDCA 2M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)C)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO5/c1-15(5-8-23(31)28-16(2)25(32)33)19-6-7-20-24-21(10-12-27(19,20)4)26(3)11-9-18(29)13-17(26)14-22(24)30/h15-22,24,29-30H,5-14H2,1-4H3,(H,28,31)(H,32,33)/t15-,16?,17+,18-,19-,20+,21+,22-,24+,26+,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584118	3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M+H
549.401	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Arg-CDCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CCCNC(N)=N)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O5/c1-17(6-9-25(37)34-23(27(38)39)5-4-14-33-28(31)32)20-7-8-21-26-22(11-13-30(20,21)3)29(2)12-10-19(35)15-18(29)16-24(26)36/h17-24,26,35-36H,4-16H2,1-3H3,(H,34,37)(H,38,39)(H4,31,32,33)/t17-,18+,19-,20-,21+,22+,23?,24-,26+,29+,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584119	3656	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		0.0	1.0	0.0	0.0	M+H
531.39	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Arg-CDCA M-H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CCCNC(N)=N)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O5/c1-17(6-9-25(37)34-23(27(38)39)5-4-14-33-28(31)32)20-7-8-21-26-22(11-13-30(20,21)3)29(2)12-10-19(35)15-18(29)16-24(26)36/h17-24,26,35-36H,4-16H2,1-3H3,(H,34,37)(H,38,39)(H4,31,32,33)/t17-,18+,19-,20-,21+,22+,23?,24-,26+,29+,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584120	3657	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0.0	1.0	0.0	0.0	M-H2O+H
571.383	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Arg-CDCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CCCNC(N)=N)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O5/c1-17(6-9-25(37)34-23(27(38)39)5-4-14-33-28(31)32)20-7-8-21-26-22(11-13-30(20,21)3)29(2)12-10-19(35)15-18(29)16-24(26)36/h17-24,26,35-36H,4-16H2,1-3H3,(H,34,37)(H,38,39)(H4,31,32,33)/t17-,18+,19-,20-,21+,22+,23?,24-,26+,29+,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584121	3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M+Na
1097.79	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Arg-CDCA 2M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CCCNC(N)=N)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H52N4O5/c1-17(6-9-25(37)34-23(27(38)39)5-4-14-33-28(31)32)20-7-8-21-26-22(11-13-30(20,21)3)29(2)12-10-19(35)15-18(29)16-24(26)36/h17-24,26,35-36H,4-16H2,1-3H3,(H,34,37)(H,38,39)(H4,31,32,33)/t17-,18+,19-,20-,21+,22+,23?,24-,26+,29+,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584122	3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M+H
507.343	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asn-CDCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O6/c1-15(4-7-24(34)30-21(26(35)36)14-23(29)33)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(31)12-16(27)13-22(25)32/h15-22,25,31-32H,4-14H2,1-3H3,(H2,29,33)(H,30,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584123	3660	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3a7a	0.0	1.0	0.0	0.0	M+H
489.332	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asn-CDCA M-H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O6/c1-15(4-7-24(34)30-21(26(35)36)14-23(29)33)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(31)12-16(27)13-22(25)32/h15-22,25,31-32H,4-14H2,1-3H3,(H2,29,33)(H,30,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584124	3661	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H2O+H
1035.66	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asn-CDCA 2M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O6/c1-15(4-7-24(34)30-21(26(35)36)14-23(29)33)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(31)12-16(27)13-22(25)32/h15-22,25,31-32H,4-14H2,1-3H3,(H2,29,33)(H,30,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584125	3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M+Na
529.325	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asn-CDCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O6/c1-15(4-7-24(34)30-21(26(35)36)14-23(29)33)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(31)12-16(27)13-22(25)32/h15-22,25,31-32H,4-14H2,1-3H3,(H2,29,33)(H,30,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584126	3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M+Na
471.322	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asn-CDCA M-2H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O6/c1-15(4-7-24(34)30-21(26(35)36)14-23(29)33)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(31)12-16(27)13-22(25)32/h15-22,25,31-32H,4-14H2,1-3H3,(H2,29,33)(H,30,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584127	3664	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0		0.0	1.0	0.0	0.0	M-2H2O+H
1013.68	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asn-CDCA 2M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O6/c1-15(4-7-24(34)30-21(26(35)36)14-23(29)33)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(31)12-16(27)13-22(25)32/h15-22,25,31-32H,4-14H2,1-3H3,(H2,29,33)(H,30,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584128	3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M+H
1051.63	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asn-CDCA 2M+K	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H46N2O6/c1-15(4-7-24(34)30-21(26(35)36)14-23(29)33)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(31)12-16(27)13-22(25)32/h15-22,25,31-32H,4-14H2,1-3H3,(H2,29,33)(H,30,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584129	3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M+K
508.327	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asp-CDCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO7/c1-15(4-7-23(32)29-21(26(35)36)14-24(33)34)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(30)12-16(27)13-22(25)31/h15-22,25,30-31H,4-14H2,1-3H3,(H,29,32)(H,33,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584130	3667	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3a7a	0.0	1.0	0.0	0.0	M+H
490.316	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asp-CDCA M-H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO7/c1-15(4-7-23(32)29-21(26(35)36)14-24(33)34)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(30)12-16(27)13-22(25)31/h15-22,25,30-31H,4-14H2,1-3H3,(H,29,32)(H,33,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584131	3668	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3a7a	0.0	1.0	0.0	0.0	M-H2O+H
1037.63	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asp-CDCA 2M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO7/c1-15(4-7-23(32)29-21(26(35)36)14-24(33)34)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(30)12-16(27)13-22(25)31/h15-22,25,30-31H,4-14H2,1-3H3,(H,29,32)(H,33,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584132	3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M+Na
530.309	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asp-CDCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO7/c1-15(4-7-23(32)29-21(26(35)36)14-24(33)34)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(30)12-16(27)13-22(25)31/h15-22,25,30-31H,4-14H2,1-3H3,(H,29,32)(H,33,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584133	3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M+Na
472.306	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asp-CDCA M-2H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO7/c1-15(4-7-23(32)29-21(26(35)36)14-24(33)34)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(30)12-16(27)13-22(25)31/h15-22,25,30-31H,4-14H2,1-3H3,(H,29,32)(H,33,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584134	3671	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-2H2O+H
1015.65	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Asp-CDCA 2M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CC(O)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C28H45NO7/c1-15(4-7-23(32)29-21(26(35)36)14-24(33)34)18-5-6-19-25-20(9-11-28(18,19)3)27(2)10-8-17(30)12-16(27)13-22(25)31/h15-22,25,30-31H,4-14H2,1-3H3,(H,29,32)(H,33,34)(H,35,36)/t15-,16+,17-,18-,19+,20+,21?,22-,25+,27+,28-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584135	3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M+H
550.385	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Citrulline-CDCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CCCNC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C30H51N3O6/c1-17(6-9-25(36)33-23(27(37)38)5-4-14-32-28(31)39)20-7-8-21-26-22(11-13-30(20,21)3)29(2)12-10-19(34)15-18(29)16-24(26)35/h17-24,26,34-35H,4-16H2,1-3H3,(H,33,36)(H,37,38)(H3,31,32,39)/t17-,18+,19-,20-,21+,22+,23?,24-,26+,29+,30-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584136	3673	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3a7a	0.0	1.0	0.0	0.0	M+H
496.309	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Cys-CDCA M+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CS)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO5S/c1-15(4-7-23(31)28-21(14-34)25(32)33)18-5-6-19-24-20(9-11-27(18,19)3)26(2)10-8-17(29)12-16(26)13-22(24)30/h15-22,24,29-30,34H,4-14H2,1-3H3,(H,28,31)(H,32,33)/t15-,16+,17-,18-,19+,20+,21?,22-,24+,26+,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584137	3674	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3a7a	0.0	1.0	0.0	0.0	M+H
478.298	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Cys-CDCA M-H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CS)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO5S/c1-15(4-7-23(31)28-21(14-34)25(32)33)18-5-6-19-24-20(9-11-27(18,19)3)26(2)10-8-17(29)12-16(26)13-22(24)30/h15-22,24,29-30,34H,4-14H2,1-3H3,(H,28,31)(H,32,33)/t15-,16+,17-,18-,19+,20+,21?,22-,24+,26+,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584138	3675	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H2O+H
518.291	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Cys-CDCA M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CS)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO5S/c1-15(4-7-23(31)28-21(14-34)25(32)33)18-5-6-19-24-20(9-11-27(18,19)3)26(2)10-8-17(29)12-16(26)13-22(24)30/h15-22,24,29-30,34H,4-14H2,1-3H3,(H,28,31)(H,32,33)/t15-,16+,17-,18-,19+,20+,21?,22-,24+,26+,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584139	3676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M+Na
460.288	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Cys-CDCA M-2H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CS)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C27H45NO5S/c1-15(4-7-23(31)28-21(14-34)25(32)33)18-5-6-19-24-20(9-11-27(18,19)3)26(2)10-8-17(29)12-16(26)13-22(24)30/h15-22,24,29-30,34H,4-14H2,1-3H3,(H,28,31)(H,32,33)/t15-,16+,17-,18-,19+,20+,21?,22-,24+,26+,27-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584140	3677	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-2H2O+H
503.347	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Gln-CDCA M-H2O+H	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CCC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C29H48N2O6/c1-16(4-9-25(35)31-22(27(36)37)7-8-24(30)34)19-5-6-20-26-21(11-13-29(19,20)3)28(2)12-10-18(32)14-17(28)15-23(26)33/h16-23,26,32-33H,4-15H2,1-3H3,(H2,30,34)(H,31,35)(H,36,37)/t16-,17+,18-,19-,20+,21+,22?,23-,26+,28+,29-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584141	3678	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3a7a	0.0	1.0	0.0	0.0	M-H2O+H
1063.69	1	2	ESI-qToF	emgentry/BA multiplex reactions/ECG_1_19B_BB8_01_56955.mzXML	*..*	Positive	BILELIB19	Gln-CDCA 2M+Na	Dorrestein	Emily Gentry	C[C@H](CCC(N[C@H](C(O)=O)CCC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	InChI=1S/C29H48N2O6/c1-16(4-9-25(35)31-22(27(36)37)7-8-24(30)34)19-5-6-20-26-21(11-13-29(19,20)3)28(2)12-10-18(32)14-17(28)15-23(26)33/h16-23,26,32-33H,4-15H2,1-3H3,(H2,30,34)(H,31,35)(H,36,37)/t16-,17+,18-,19-,20+,21+,22?,23-,26+,28+,29-/m1/s1			mpanitchpakdi	2	CCMSLIB00006584142	3679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M+Na
