Scans,Name,IONMODE,BA_Class,SMILES,tail_has,tail_OH_counts,[3*]O,[7*]O,[*]O,[7*]O_alpha,[3*]O_alpha,[12*]O,[12*]O_alpha,[6*]O,[6*]O_beta,[6*]O_alpha,[7*]O_beta,[1*]O,[1*]O_beta,[2*]O,[2*]O_alpha,[16*]O,[16*]O_alpha,[3*]=O,[6*]=O,[*]=O,[12*]=O,[14*]O,[14*]O_alpha,[7*]=O,[3*]OC1OC(C(=O)O)C(O)C(O)C1O,[*]OC1OC(C(=O)O)C(O)C(O)C1O,[3*]OS(=O)(=O)O,[*]OS(=O)(=O)O,[4*]O,[4*]O_alpha,[4*]O_beta,[3*]O_beta,[6*]C,[*]C,[12*]OS(=O)(=O)O,[12*]O_beta,[7*]OS(=O)(=O)O,[*]C=C,[3*]OC(C)=O,[7*]OC(C)=O,[*]OC(C)=O,[2*]O_beta,[16*]=O,[15*]O,[15*]O_alpha,[7*]OC1OC(CO)C(O)C(O)C1NC(C)=O,[*]OC1OC(CO)C(O)C(O)C1NC(C)=O,[15*]O_beta,[6*]OC(C)=O,[16*]OC(C)=O,[2*]OC(C)=O,[12*]OC(C)=O
9129,3beta7beta12beta_Ala_NCE45,Positive,Trihydroxy,C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9130,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9131,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9132,3beta7beta12beta_Ile/Leu_NCE45,Positive,Trihydroxy,CC[C@H](C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9133,3beta7beta12beta_Leu/Ile_NCE45,Positive,Trihydroxy,CC(C)C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9134,3beta7beta12beta_Gly_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9135,3beta7beta12beta_4-aminobutyric acid_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9136,3beta7beta12beta_4-aminobutyric acid_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9137,3beta7beta12beta_4-aminobutyric acid_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9138,3beta7beta12beta_4-aminobutyric acid_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139,3beta7beta12beta_Ile/Leu_NCE45,Positive,Trihydroxy,CC[C@H](C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9140,3beta7beta12beta_Leu/Ile_NCE45,Positive,Trihydroxy,CC(C)C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9141,3beta7beta12beta_Ala_NCE45,Positive,Trihydroxy,C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9142,3beta7beta12beta_Ala_NCE45,Positive,Trihydroxy,C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9143,3beta7beta12beta_Ala_NCE45,Positive,Trihydroxy,C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9144,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9145,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146,3beta7beta12beta_Ala_NCE45,Positive,Trihydroxy,C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9147,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9148,3beta7beta12beta_Ala_NCE45,Positive,Trihydroxy,C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9149,3beta7beta12beta_NCE45,Positive,Trihydroxy,C[C@@H]([C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)CCC(O)=O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9150,3beta7beta12beta_NCE45,Positive,Trihydroxy,C[C@@H]([C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)CCC(O)=O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9151,3beta7beta12beta_NCE45,Positive,Trihydroxy,C[C@@H]([C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)CCC(O)=O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9152,3beta7beta12beta_Ile/Leu_NCE45,Positive,Trihydroxy,CC[C@H](C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9153,3beta7beta12beta_Leu/Ile_NCE45,Positive,Trihydroxy,CC(C)C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9154,3beta7beta12beta_Val_NCE45 (Chimeric precursor selection),Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9155,3beta7beta12beta_Ile/Leu_NCE45,Positive,Trihydroxy,CC[C@H](C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9156,3beta7beta12beta_Ile/Leu_NCE45,Positive,Trihydroxy,CC[C@H](C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9157,3beta7beta12beta_Leu/Ile_NCE45,Positive,Trihydroxy,CC(C)C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9158,3beta7beta12beta_Leu/Ile_NCE45,Positive,Trihydroxy,CC(C)C[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9159,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9160,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9161,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9162,3beta7beta12beta_Tyr_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9163,3beta7beta12beta_NCE45,Positive,Trihydroxy,C[C@@H]([C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)CCC(O)=O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9164,3beta7beta12beta_NCE45,Positive,Trihydroxy,C[C@@H]([C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)CCC(O)=O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165,3beta7beta12beta_NCE45,Positive,Trihydroxy,C[C@@H]([C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)CCC(O)=O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166,3beta7beta12beta_NCE45,Positive,Trihydroxy,C[C@@H]([C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)CCC(O)=O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9167,3beta7beta12beta_Tyr_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9168,3beta7beta12beta_Tyr_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9169,3beta7beta12beta_Tyr_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9170,3beta7beta12beta_Tyr_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,3beta7beta12beta_Pro_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9172,3beta7beta12beta_Pro_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9173,3beta7beta12beta_Pro_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9174,3beta7beta12beta_Pro_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9175,3beta7beta12beta_Pro_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9176,3beta7beta12beta_Pro_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9177,3beta7beta12beta_Pro_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9178,3beta7beta12beta_Lys_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9179,3beta7beta12beta_Lys_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9180,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9181,3beta7beta12beta_Serotonin_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCc1c[nH]c2ccc(O)cc12)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9182,3beta7beta12beta_Serotonin_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCc1c[nH]c2ccc(O)cc12)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9183,3beta7beta12beta_Serotonin_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCc1c[nH]c2ccc(O)cc12)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9184,3beta7beta12beta_Lys_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,3beta7beta12beta_Lys_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9186,3beta7beta12beta_Lys_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9187,3beta7beta12beta_Lys_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188,3beta7beta12beta_Lys_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189,3beta7beta12beta_Lys_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9190,3beta7beta12beta_Tyramine_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCc1ccc(O)cc1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9191,3beta7beta12beta_Tyramine_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCc1ccc(O)cc1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9192,3beta7beta12beta_Tyramine_NCE45,Positive,Trihydroxy,C[C@H](CCC(=O)NCCc1ccc(O)cc1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9193,3beta7beta12beta_Met_NCE45,Positive,Trihydroxy,CSCC[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,3beta7beta12beta_Val_NCE45,Positive,Trihydroxy,CC(C)[C@H](NC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C)C(=O)O,Amide,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
